Time,Speed,File,Speed_mps,Acceleration,Power_W,CumulativeTime
252,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,252
253,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,253
254,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,254
255,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,255
256,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,256
257,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,257
258,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,258
259,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,259
260,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,260
261,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,261
262,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,262
263,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,263
264,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,264
265,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,265
266,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,266
267,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,267
268,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,268
269,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,269
270,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,270
271,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,271
272,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,272
273,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,273
274,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,274
275,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,275
276,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,276
277,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,277
278,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,278
279,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,279
280,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,280
281,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,281
282,1.96,reduced_speed_1C_180W_2mph.txt,0.8761983999999999,0.0,164.6872813098722,282
