Time_s,Time_h,Battery_Power_W,Pump_Power_W,Total_Flow_LPM,Pack_Current_A,Zone_1_Temp_C,Zone_2_Temp_C,Zone_3_Temp_C,Zone_4_Temp_C,Zone_5_Temp_C,Zone_6_Temp_C,Zone_7_Temp_C,Zone_8_Temp_C,Zone_1_Flow_LPM,Zone_2_Flow_LPM,Zone_3_Flow_LPM,Zone_4_Flow_LPM,Zone_5_Flow_LPM,Zone_6_Flow_LPM,Zone_7_Flow_LPM,Zone_8_Flow_LPM,Mean_Temp_C,Max_Temp_C,Min_Temp_C,Temp_Spread_K
0,0.0,164.6872813098722,0.0,0.0,0.4636466253093248,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0
1,0.0002777777777777778,164.6872813098722,16.07090040212671,5.669373934064803,0.4636466253093248,25.000064590057637,25.000062602970427,25.000065070769168,25.000067810820415,25.000062303072703,25.000062303507015,25.00006798793641,25.000065453066895,0.7086717417581003,0.7086717417581003,0.7086717417581003,0.7086717417581003,0.7086717417581003,0.7086717417581003,0.7086717417581003,0.7086717417581003,25.00006476527508,25.00006798793641,25.000062303072703,5.684863708665944e-06
2,0.0005555555555555556,164.6872813098722,47.35260218292488,9.731659897769227,0.4636466253093248,25.000125246741465,25.000121419781042,25.000126188186705,25.00013146681845,25.000120842535054,25.000120844099058,25.000131810425984,25.000126938837784,1.2164574872211533,1.2164574872211533,1.2164574872211533,1.2164574872211533,1.2164574872211533,1.2164574872211533,1.2164574872211533,1.2164574872211533,25.00012559467819,25.000131810425984,25.000120842535054,1.0967890929691748e-05
3,0.0008333333333333334,164.6872813098722,79.91527774404172,12.64241098398891,0.4636466253093248,25.000181213471787,25.0001757131313,25.000182588543982,25.000190177534638,25.000174883943213,25.000174887216726,25.000190674950854,25.000183687694534,1.5803013729986137,1.5803013729986137,1.5803013729986137,1.5803013729986137,1.5803013729986137,1.5803013729986137,1.5803013729986137,1.5803013729986137,25.00018172831088,25.000190674950854,25.000174883943213,1.5791007641041688e-05
4,0.0011111111111111111,164.6872813098722,108.45780896713626,14.728055470233418,0.4636466253093248,25.000232311381666,25.000225305436693,25.00023409008547,25.000243759248495,25.00022424985133,25.00022425529661,25.000244397304737,25.000235515313605,1.8410069337791772,1.8410069337791772,1.8410069337791772,1.8410069337791772,1.8410069337791772,1.8410069337791772,1.8410069337791772,1.8410069337791772,25.000232985489824,25.000244397304737,25.00022424985133,2.014745340872537e-05
5,0.001388888888888889,164.6872813098722,131.58455703402933,16.222487912402915,0.4636466253093248,25.000278688305016,25.0002703360394,25.000280840305404,25.000292370966868,25.000269078269366,25.000269086241136,25.000293136896403,25.000282568655226,2.0278109890503644,2.0278109890503644,2.0278109890503644,2.0278109890503644,2.0278109890503644,2.0278109890503644,2.0278109890503644,2.0278109890503644,25.000279513209854,25.000293136896403,25.000269078269366,2.4058627037248925e-05
6,0.0016666666666666668,164.6872813098722,149.52902808634082,17.293295121887027,0.4636466253093248,25.000320656648228,25.000311104276484,25.000323152683954,25.000336344009114,25.000309666518067,25.000309677278118,25.000337225893055,25.000325161814075,2.1616618902358784,2.1616618902358784,2.1616618902358784,2.1616618902358784,2.1616618902358784,2.1616618902358784,2.1616618902358784,2.1616618902358784,25.000321623640133,25.000337225893055,25.000309666518067,2.75593749883285e-05
7,0.0019444444444444444,164.6872813098722,163.0919314358381,18.060560978875383,0.4636466253093248,25.000358595528777,25.00034797467741,25.000361408111196,25.000376079218892,25.000346376888526,25.000346390620944,25.000377066165772,25.000363676880937,2.257570122359423,2.257570122359423,2.257570122359423,2.257570122359423,2.257570122359423,2.257570122359423,2.257570122359423,2.257570122359423,25.00035969601156,25.000377066165772,25.000346376888526,3.068927724569903e-05
8,0.0022222222222222222,164.6872813098722,173.1721829211677,18.61032954684939,0.4636466253093248,25.000392895370595,25.000381323234276,25.00039599905651,25.000411988825014,25.000379583164698,25.000379599989873,25.00041307099985,25.0003985077733,2.3262911933561736,2.3262911933561736,2.3262911933561736,2.3262911933561736,2.3262911933561736,2.3262911933561736,2.3262911933561736,2.3262911933561736,25.000394121051766,25.00041307099985,25.000379583164698,3.348783515377818e-05
9,0.0025,164.6872813098722,180.58084727638092,19.004254643441342,0.4636466253093248,25.000423928999254,25.000411509325414,25.00042730042442,25.000444466153652,25.00040964267115,25.00040966265785,25.000445634728727,25.000430030898247,2.375531830430168,2.375531830430168,2.375531830430168,2.375531830430168,2.375531830430168,2.375531830430168,2.375531830430168,2.375531830430168,25.00042527198234,25.000445634728727,25.00040964267115,3.599205757609525e-05
10,0.002777777777777778,164.6872813098722,185.9848626973186,19.286516673433727,0.4636466253093248,25.000452038474474,25.000438862885208,25.00045565626295,25.000473871869424,25.000436883492824,25.00043690666832,25.0004751189396,25.000458591758495,2.410814584179216,2.410814584179216,2.410814584179216,2.410814584179216,2.410814584179216,2.410814584179216,2.410814584179216,2.410814584179216,25.00045349129391,25.0004751189396,25.000436883492824,3.82354467767243e-05
11,0.0030555555555555557,164.6872813098722,189.90607390827705,19.488769787150602,0.4636466253093248,25.00047753074178,25.000463680125968,25.00048137535878,25.00050052947137,25.00046160020665,25.00046162656503,25.00050184795791,25.000484500499052,2.4360962233938253,2.4360962233938253,2.4360962233938253,2.4360962233938253,2.4360962233938253,2.4360962233938253,2.4360962233938253,2.4360962233938253,25.000479086365818,25.00050184795791,25.00046160020665,4.024775126154623e-05
12,0.0033333333333333335,164.6872813098722,192.74085927292853,19.633688358172975,0.4636466253093248,25.000500677980416,25.000486223819987,25.00050473156695,25.000524725711312,25.000484054152942,25.00048408366192,25.000526109266943,25.000508032219198,2.454211044771622,2.454211044771622,2.454211044771622,2.454211044771622,2.454211044771622,2.454211044771622,2.454211044771622,2.454211044771622,25.00050232979746,25.000526109266943,25.000484054152942,4.2055114001016136e-05
13,0.003611111111111111,164.6872813098722,194.7848623600704,19.73752073387488,0.4636466253093248,25.000521720274776,25.000506725842765,25.000525966484854,25.000546713442713,25.000504475958653,25.000504508565083,25.000548156364218,25.00052942964583,2.46719009173436,2.46719009173436,2.46719009173436,2.46719009173436,2.46719009173436,2.46719009173436,2.46719009173436,2.46719009173436,25.000523462072366,25.000548156364218,25.000504475958653,4.368040556457231e-05
14,0.0038888888888888888,164.6872813098722,196.25624997090998,19.81192822371967,0.4636466253093248,25.000540869182956,25.00052539059391,25.000545293033266,25.000566715403693,25.00052306893548,25.000523104569904,25.000568212554438,25.000548906722003,2.4764910279649586,2.4764910279649586,2.4764910279649586,2.4764910279649586,2.4764910279649586,2.4764910279649586,2.4764910279649586,2.4764910279649586,25.000542695124455,25.000568212554438,25.00052306893548,4.5143618958576326e-05
15,0.004166666666666667,164.6872813098722,197.31390040225276,19.86524102054907,0.4636466253093248,25.00055831104352,25.000542398171987,25.000562898776437,25.000584927717732,25.00054001223442,25.000540050814774,25.000586474459293,25.000566651935856,2.483155127568634,2.483155127568634,2.483155127568634,2.483155127568634,2.483155127568634,2.483155127568634,2.483155127568634,2.483155127568634,25.00056021564425,25.000586474459293,25.00054001223442,4.646222487281193e-05
16,0.0044444444444444444,164.6872813098722,198.07340350289132,19.90343706513482,0.4636466253093248,25.000574210621565,25.00055790788351,25.000578949586064,25.000601523745434,25.00055546433378,25.000555505768435,25.00060311587935,25.000582831997193,2.4879296331418526,2.4879296331418526,2.4879296331418526,2.4879296331418526,2.4879296331418526,2.4879296331418526,2.4879296331418526,2.4879296331418526,25.000576188726917,25.00060311587935,25.00055546433378,4.765154557162532e-05
17,0.004722222222222222,164.6872813098722,198.61867072048645,19.930813868002804,0.4636466253093248,25.000588714126106,25.000572061147,25.000593592673546,25.00061665727224,25.000569565925826,25.00056961011612,25.000618290989998,25.00059759488031,2.4913517335003506,2.4913517335003506,2.4913517335003506,2.4913517335003506,2.4913517335003506,2.4913517335003506,2.4913517335003506,2.4913517335003506,25.000590760891395,25.000618290989998,25.000569565925826,4.872506417186173e-05
18,0.005,164.6872813098722,199.00963467476856,19.950420280022602,0.4636466253093248,25.000601951443336,25.000584983641865,25.000606958834112,25.00063046486798,25.000582442052764,25.00058248889509,25.0006321367072,25.00061107207571,2.4938025350028252,2.4938025350028252,2.4938025350028252,2.4938025350028252,2.4938025350028252,2.4938025350028252,2.4938025350028252,2.4938025350028252,25.000604062314757,25.0006321367072,25.000582442052764,4.96946544359389e-05
19,0.005277777777777778,164.6872813098722,199.2902174966703,19.964479331886935,0.4636466253093248,25.000614038931456,25.00059678800237,25.000619165256982,25.000643068835544,25.000594204785298,25.00059425417281,25.000644775643757,25.00062338141148,2.495559916485867,2.495559916485867,2.495559916485867,2.495559916485867,2.495559916485867,2.495559916485867,2.495559916485867,2.495559916485867,25.000616209629964,25.000644775643757,25.000594204785298,5.0570858459053625e-05
20,0.005555555555555556,164.6872813098722,199.49119156890964,19.974543377454697,0.4636466253093248,25.000625080525094,25.000607574878305,25.000630316634478,25.000654578379656,25.000604954276564,25.00060500610066,25.000656317281152,25.00063462816547,2.496817922181837,2.496817922181837,2.496817922181837,2.496817922181837,2.496817922181837,2.496817922181837,2.496817922181837,2.496817922181837,25.00062730703017,25.000656317281152,25.000604954276564,5.1363004587301475e-05
21,0.005833333333333334,164.6872813098722,199.63541633546654,19.981762501614643,0.4636466253093248,25.000635170069142,25.000617435185617,25.000640507509072,25.000665092068154,25.000614781000085,25.00061483515153,25.000666860437164,25.000644907422064,2.4977203127018304,2.4977203127018304,2.4977203127018304,2.4977203127018304,2.4977203127018304,2.4977203127018304,2.4977203127018304,2.4977203127018304,25.000637448605357,25.000666860437164,25.000614781000085,5.207943707929985e-05
22,0.006111111111111111,164.6872813098722,199.73870803872057,19.986931132053293,0.4636466253093248,25.00064439187721,25.0006264506417,25.00064982283387,25.000674698424,25.000623766281475,25.000623822651434,25.000676493859423,25.00065430463384,2.4983663915066616,2.4983663915066616,2.4983663915066616,2.4983663915066616,2.4983663915066616,2.4983663915066616,2.4983663915066616,2.4983663915066616,25.00064671890037,25.000676493859423,25.000623766281475,5.2727577948274984e-05
23,0.006388888888888889,164.6872813098722,199.8127017667499,19.990632894770986,0.4636466253093248,25.000652822363698,25.000634695338615,25.000658339613757,25.000683477647094,25.000631983862686,25.000632042343494,25.000685297951595,25.000662897269297,2.4988291118463732,2.4988291118463732,2.4988291118463732,2.4988291118463732,2.4988291118463732,2.4988291118463732,2.4988291118463732,2.4988291118463732,25.00065519454878,25.000685297951595,25.000631983862686,5.3314088908962276e-05
24,0.006666666666666667,164.6872813098722,199.86587136141085,19.993292443287615,0.4636466253093248,25.000660530818767,25.00064223648915,25.000666127684333,25.000691502432772,25.000639500643654,25.000639561129464,25.000693345594012,25.000670755594562,2.499161555410952,2.499161555410952,2.499161555410952,2.499161555410952,2.499161555410952,2.499161555410952,2.499161555410952,2.499161555410952,25.00066294504834,25.000693345594012,25.000639500643654,5.384495035798409e-05
25,0.006944444444444444,164.6872813098722,199.90379964967207,19.99518940393774,0.4636466253093248,25.000667579822284,25.000649134824247,25.00067325012766,25.000698838410045,25.000646377077175,25.00064643946451,25.000700702582993,25.000677943090245,2.4993986754922175,2.4993986754922175,2.4993986754922175,2.4993986754922175,2.4993986754922175,2.4993986754922175,2.4993986754922175,2.4993986754922175,25.000670033174895,25.000700702582993,25.000646377077175,5.432550581829787e-05
26,0.007222222222222222,164.6872813098722,199.93106693442652,19.996553049684664,0.4636466253093248,25.000674026685783,25.000655445983387,25.000679764722406,25.000705545662385,25.00065266855144,25.000652732739564,25.00070742915551,25.00068451790755,2.499569131210583,2.499569131210583,2.499569131210583,2.499569131210583,2.499569131210583,2.499569131210583,2.499569131210583,2.499569131210583,25.000676516426005,25.00070742915551,25.00065266855144,5.4760604072612296e-05
27,0.0075,164.6872813098722,199.95067360060133,19.997533527942956,0.4636466253093248,25.000679923326892,25.000661220392256,25.00068572381717,25.000711678596563,25.000658425268163,25.00065849115943,25.000713579857678,25.00069053274065,2.4996916909928695,2.4996916909928695,2.4996916909928695,2.4996916909928695,2.4996916909928695,2.4996916909928695,2.4996916909928695,2.4996916909928695,25.00068244689485,25.000713579857678,25.000658425268163,5.515458951421692e-05
28,0.0077777777777777776,164.6872813098722,199.96458543336595,19.998229193274387,0.4636466253093248,25.00068531689923,25.000666503869702,25.000691174963872,25.000717286607323,25.000663692846057,25.000663760346168,25.000719204211066,25.000696035462507,2.4997786491592984,2.4997786491592984,2.4997786491592984,2.4997786491592984,2.4997786491592984,2.4997786491592984,2.4997786491592984,2.4997786491592984,25.00068787190074,25.000719204211066,25.000663692846057,5.551136500869802e-05
29,0.008055555555555555,164.6872813098722,199.97458236597885,19.99872907791787,0.4636466253093248,25.0006902507716,25.000671338571536,25.00069616190244,25.000722415110573,25.000668513259228,25.00066858227735,25.000724347748548,25.000701070113518,2.4998411347397336,2.4998411347397336,2.4998411347397336,2.4998411347397336,2.4998411347397336,2.4998411347397336,2.4998411347397336,2.4998411347397336,25.00069283496935,25.000724347748548,25.000668513259228,5.583448932000579e-05
30,0.008333333333333333,164.6872813098722,199.98185943740822,19.99909295130198,0.4636466253093248,25.00069476442641,25.000675762892225,25.00070072445855,25.000727105436518,25.000672924739373,25.000672995188275,25.000729051907093,25.000705676798706,2.4998866189127473,2.4998866189127473,2.4998866189127473,2.4998866189127473,2.4998866189127473,2.4998866189127473,2.4998866189127473,2.4998866189127473,25.00069737573089,25.000729051907093,25.000672924739373,5.612716772063209e-05
31,0.008611111111111111,164.6872813098722,199.9870060866397,19.99935029377903,0.4636466253093248,25.00069889353007,25.000679811532937,25.000704898614558,25.000731394903827,25.00067696184345,25.000677033639615,25.00073335410213,25.000709891758977,2.499918786722379,2.499918786722379,2.499918786722379,2.499918786722379,2.499918786722379,2.499918786722379,2.499918786722379,2.499918786722379,25.000701529990696,25.00073335410213,25.00067696184345,5.639225868137032e-05
32,0.008888888888888889,164.6872813098722,199.990608069878,19.99953039798075,0.4636466253093248,25.000702670968927,25.000683516500068,25.000708717551273,25.000735317912536,25.000680656446516,25.000680729510137,25.00073728882319,25.000713748417102,2.4999412997475936,2.4999412997475936,2.4999412997475936,2.4999412997475936,2.4999412997475936,2.4999412997475936,2.4999412997475936,2.4999412997475936,25.00070533076622,25.00073728882319,25.000680656446516,5.663237667263843e-05
33,0.009166666666666667,164.6872813098722,199.99325747564745,19.999662870940973,0.4636466253093248,25.000706127005596,25.00068690725594,25.000712211805222,25.000738906109014,25.000684037891556,25.00068411214648,25.000740887799253,25.00071727753558,2.4999578588676217,2.4999578588676217,2.4999578588676217,2.4999578588676217,2.4999578588676217,2.4999578588676217,2.4999578588676217,2.4999578588676217,25.000708808443584,25.000740887799253,25.000684037891556,5.684990769694309e-05
34,0.009444444444444445,164.6872813098722,199.99522641881757,19.99976131951667,0.4636466253093248,25.000709289093727,25.000690010540698,25.000715409082567,25.000742188190063,25.000687132812484,25.000687208186225,25.000744179802364,25.000720507030003,2.4999701649395836,2.4999701649395836,2.4999701649395836,2.4999701649395836,2.4999701649395836,2.4999701649395836,2.4999701649395836,2.4999701649395836,25.000711990592265,25.000744179802364,25.000687132812484,5.704698988040491e-05
35,0.009722222222222222,164.6872813098722,199.99660154179924,19.99983007636811,0.4636466253093248,25.000712181962648,25.00069285045417,25.000718334344334,25.00074518999202,25.000689965215567,25.000690041639288,25.00074719073695,25.000723462054708,2.4999787595460137,2.4999787595460137,2.4999787595460137,2.4999787595460137,2.4999787595460137,2.4999787595460137,2.4999787595460137,2.4999787595460137,25.00071490204996,25.00074719073695,25.000689965215567,5.722552138109904e-05
36,0.01,164.6872813098722,199.9975184384409,19.999875921537157,0.4636466253093248,25.0007148285191,25.00069544932556,25.000721010713516,25.00074793544161,25.000692557344262,25.000692634752667,25.00074994459299,25.000726165913694,2.4999844901921446,2.4999844901921446,2.4999844901921446,2.4999844901921446,2.4999844901921446,2.4999844901921446,2.4999844901921446,2.4999844901921446,25.000717565825425,25.00074994459299,25.000692557344262,5.738724872728085e-05
37,0.010277777777777778,164.6872813098722,199.9981582642764,19.99990791300182,0.4636466253093248,25.000717249930272,25.000697827793577,25.0007234595586,25.000750446643426,25.00069492975887,25.00069500809007,25.000752463533775,25.000728640144544,2.4999884891252275,2.4999884891252275,2.4999884891252275,2.4999884891252275,2.4999884891252275,2.4999884891252275,2.4999884891252275,2.4999884891252275,25.00072000318164,25.000752463533775,25.00069492975887,5.7533774906914914e-05
38,0.010555555555555556,164.6872813098722,199.9986942018005,19.999934709983457,0.4636466253093248,25.000719465668997,25.000700004850543,25.000725700539288,25.00075274392716,25.000697101380506,25.000697180575916,25.000754767943196,25.00073090456448,2.499991838747932,2.499991838747932,2.499991838747932,2.499991838747932,2.499991838747932,2.499991838747932,2.499991838747932,2.499991838747932,25.000722233681262,25.000754767943196,25.000697101380506,5.766656268946235e-05
