Time_s,Time_h,Battery_Power_W,Pump_Power_W,Total_Flow_LPM,Pack_Current_A,Zone_1_Temp_C,Zone_2_Temp_C,Zone_3_Temp_C,Zone_4_Temp_C,Zone_5_Temp_C,Zone_6_Temp_C,Zone_7_Temp_C,Zone_8_Temp_C,Zone_1_Flow_LPM,Zone_2_Flow_LPM,Zone_3_Flow_LPM,Zone_4_Flow_LPM,Zone_5_Flow_LPM,Zone_6_Flow_LPM,Zone_7_Flow_LPM,Zone_8_Flow_LPM,Mean_Temp_C,Max_Temp_C,Min_Temp_C,Temp_Spread_K
39,0.010833333333333334,164.6872813098722,199.99910802320682,19.999955401110615,0.4636466253093248,25.00072149312976,25.000701997472905,25.00072775122052,25.00075484544182,25.000699089123827,25.000699169128097,25.00075687601896,25.00073297688312,2.499994425138827,2.499994425138827,2.499994425138827,2.499994425138827,2.499994425138827,2.499994425138827,2.499994425138827,2.499994425138827,25.000724274802373,25.00075687601896,25.000699089123827,5.778689513391555e-05
40,0.011111111111111112,164.6872813098722,199.99938693161113,19.999969346557066,0.4636466253093248,25.000723347945133,25.00070382092599,25.000729627390623,25.00075676748985,25.00070090819999,25.000700988960926,25.000758804107562,25.000734873021777,2.4999961683196332,2.4999961683196332,2.4999961683196332,2.4999961683196332,2.4999961683196332,2.4999961683196332,2.4999961683196332,2.4999961683196332,25.00072614225523,25.000758804107562,25.00070090819999,5.789590757387941e-05
41,0.01138888888888889,164.6872813098722,199.99954576472848,19.99997728822353,0.4636466253093248,25.000725044712137,25.00070548946592,25.000731343792527,25.00075852529174,25.000702572814866,25.00070265428328,25.000760567470742,25.00073660784825,2.4999971610279412,2.4999971610279412,2.4999971610279412,2.4999971610279412,2.4999971610279412,2.4999971610279412,2.4999971610279412,2.4999971610279412,25.000727850709932,25.000760567470742,25.000702572814866,5.799465587585928e-05
42,0.011666666666666667,164.6872813098722,199.99962439930135,19.99998121995625,0.4636466253093248,25.00072659700846,25.00070701635533,25.000732914140137,25.000760133003094,25.0007040961847,25.000704178314244,25.000762180302623,25.000738195193303,2.4999976524945313,2.4999976524945313,2.4999976524945313,2.4999976524945313,2.4999976524945313,2.4999976524945313,2.4999976524945313,2.4999976524945313,25.000729413812735,25.000762180302623,25.0007040961847,5.808411792429524e-05
43,0.011944444444444445,164.6872813098722,199.99968775106157,19.999984387546984,0.4636466253093248,25.000728017392476,25.00070841386338,25.000734351118336,25.000761603714643,25.000705490536077,25.000705573283113,25.000763655729692,25.000739647850647,2.499998048443373,2.499998048443373,2.499998048443373,2.499998048443373,2.499998048443373,2.499998048443373,2.499998048443373,2.499998048443373,25.000730844186048,25.000763655729692,25.000705490536077,5.816519361445671e-05
44,0.012222222222222223,164.6872813098722,199.9997869727326,19.999989348633793,0.4636466253093248,25.000729317502184,25.000709693362573,25.000735666483042,25.00076294955524,25.000706767202487,25.000706850525944,25.000765005914076,25.000740977677946,2.499998668579224,2.499998668579224,2.499998668579224,2.499998668579224,2.499998668579224,2.499998668579224,2.499998668579224,2.499998668579224,25.000732153527935,25.000765005914076,25.000706767202487,5.823871158838756e-05
45,0.0125,164.6872813098722,199.99987966350707,19.99999398317445,0.4636466253093248,25.000730507470553,25.00071086476473,25.000736870473,25.000764181075482,25.00070793606338,25.000708019924712,25.000766241435624,25.000742195006037,2.499999247896806,2.499999247896806,2.499999247896806,2.499999247896806,2.499999247896806,2.499999247896806,2.499999247896806,2.499999247896806,25.00073335202669,25.000766241435624,25.00070793606338,5.830537224227328e-05
46,0.012777777777777779,164.6872813098722,199.999945763166,19.999997288158117,0.4636466253093248,25.000731596116882,25.000711936703812,25.000737972001588,25.000765307451143,25.000709005725728,25.00070909008877,25.000767371495876,25.00074330883097,2.4999996610197646,2.4999996610197646,2.4999996610197646,2.4999996610197646,2.4999996610197646,2.4999996610197646,2.4999996610197646,2.4999996610197646,25.000734448551846,25.000767371495876,25.000709005725728,5.836577014761701e-05
47,0.013055555555555556,164.6872813098722,199.9999763399983,19.99999881699988,0.4636466253093248,25.000732591771964,25.000712917335562,25.000738979488396,25.000766337349695,25.000709984319773,25.000710069150625,25.00076840478669,25.000744327650406,2.499999852124985,2.499999852124985,2.499999852124985,2.499999852124985,2.499999852124985,2.499999852124985,2.499999852124985,2.499999852124985,25.00073545148164,25.00076840478669,25.000709984319773,5.842046691739711e-05
48,0.013333333333333334,164.6872813098722,199.99997244649458,19.999998622324682,0.4636466253093248,25.000733502290313,25.000713814349396,25.000739900871533,25.000767278943123,25.000710879510883,25.00071096477778,25.00076934950309,25.00074525947604,2.4999998277905853,2.4999998277905853,2.4999998277905853,2.4999998277905853,2.4999998277905853,2.4999998277905853,2.4999998277905853,2.4999998277905853,25.00073636871527,25.00076934950309,25.000710879510883,5.8469992207932364e-05
49,0.01361111111111111,164.6872813098722,199.99994511934972,19.999997255967298,0.4636466253093248,25.000734335050183,25.000714634968393,25.000740743607654,25.000768139907933,25.000711698499547,25.000711784172726,25.00077021334328,25.000746111833607,2.499999656995912,2.499999656995912,2.499999656995912,2.499999656995912,2.499999656995912,2.499999656995912,2.499999656995912,2.499999656995912,25.000737207672913,25.00077021334328,25.000711698499547,5.85148437330929e-05
50,0.013888888888888888,164.6872813098722,199.99991537945567,19.999995768972337,0.4636466253093248,25.00073509695356,25.00071538594929,25.000741514671933,25.000768927425156,25.00071244802136,25.000712534072946,25.000771003508635,25.00074689176286,2.499999471121542,2.499999471121542,2.499999471121542,2.499999471121542,2.499999471121542,2.499999471121542,2.499999471121542,2.499999471121542,25.00073797529572,25.000771003508635,25.00071244802136,5.8555487274958296e-05
51,0.014166666666666666,164.6872813098722,199.99991423189445,19.999995711594263,0.4636466253093248,25.00073579442616,25.000716073582506,25.0007422205581,25.000769648180334,25.000713134347045,25.000713220750914,25.0007717267037,25.0007476058176,2.499999463949283,2.499999463949283,2.499999463949283,2.499999463949283,2.499999463949283,2.499999463949283,2.499999463949283,2.499999463949283,25.000738678045796,25.0007717267037,25.000713134347045,5.859235665539586e-05
52,0.014444444444444444,164.6872813098722,199.99995765750424,19.9999978828751,0.4636466253093248,25.000736433577078,25.00071670385003,25.00074286744041,25.000770308528125,25.000713763440118,25.000713850171845,25.000772389301222,25.000748260229752,2.4999997353593875,2.4999997353593875,2.4999997353593875,2.4999997353593875,2.4999997353593875,2.4999997353593875,2.4999997353593875,2.4999997353593875,25.00073932206732,25.000772389301222,25.000713763440118,5.862586110438883e-05
53,0.014722222222222222,164.6872813098722,200.00001650664893,20.000000825332428,0.4636466253093248,25.000737019169904,25.000717281427285,25.000743460136487,25.000770913412858,25.000714339963384,25.000714427000197,25.00077299626004,25.000748859865734,2.5000001031665535,2.5000001031665535,2.5000001031665535,2.5000001031665535,2.5000001031665535,2.5000001031665535,2.5000001031665535,2.5000001031665535,25.000739912154486,25.00077299626004,25.000714339963384,5.865629665535721e-05
54,0.015,164.6872813098722,200.00006917311768,20.000003458655584,0.4636466253093248,25.00073755507532,25.0007178101184,25.00074400256218,25.00077146684705,25.00071486771155,25.00071495503214,25.000773551604777,25.00074940868279,2.500000432331948,2.500000432331948,2.500000432331948,2.500000432331948,2.500000432331948,2.500000432331948,2.500000432331948,2.500000432331948,25.000740452204276,25.000773551604777,25.00071486771155,5.868389322571943e-05
55,0.015277777777777777,164.6872813098722,200.00010072596385,20.00000503629756,0.4636466253093248,25.000738045036215,25.000718293600837,25.0007444985037,25.000771972711753,25.0007153503528,25.000715437937266,25.00077405922816,25.000749910506816,2.500000629537195,2.500000629537195,2.500000629537195,2.500000629537195,2.500000629537195,2.500000629537195,2.500000629537195,2.500000629537195,25.000740945984692,25.00077405922816,25.0007153503528,5.870887536119085e-05
56,0.015555555555555555,164.6872813098722,200.0001028944146,20.000005144720067,0.4636466253093248,25.000738492668148,25.00071873542589,25.000744951618127,25.00077243475705,25.000715791429283,25.000715879259058,25.000774522891522,25.000750369032804,2.5000006430900084,2.5000006430900084,2.5000006430900084,2.5000006430900084,2.5000006430900084,2.5000006430900084,2.5000006430900084,2.5000006430900084,25.000741397135236,25.000774522891522,25.000715791429283,5.873146223933645e-05
57,0.015833333333333335,164.6872813098722,200.00007406787833,20.000003703393574,0.4636466253093248,25.00073890145936,25.000719139018656,25.000745365433378,25.000772856602048,25.000716194357107,25.00071628241487,25.00077494622481,25.000750787824877,2.5000004629241968,2.5000004629241968,2.5000004629241968,2.5000004629241968,2.5000004629241968,2.5000004629241968,2.5000004629241968,2.5000004629241968,25.00074180916689,25.00077494622481,25.000716194357107,5.875186770154528e-05
58,0.01611111111111111,164.6872813098722,200.00001929594583,20.00000096479727,0.4636466253093248,25.000739274770773,25.00071950767805,25.000745743348222,25.00077324173488,25.000716562426337,25.00071665069594,25.000775332726565,25.000751170316263,2.5000001205996587,2.5000001205996587,2.5000001205996587,2.5000001205996587,2.5000001205996587,2.5000001205996587,2.5000001205996587,2.5000001205996587,25.00074218546213,25.000775332726565,25.000716562426337,5.877030022816143e-05
59,0.01638888888888889,164.6872813098722,199.99995028838458,19.999997514419075,0.4636466253093248,25.000739615835982,25.0007198445768,25.000746088632287,25.00077359351271,25.000716898800984,25.00071698726738,25.000775685763944,25.000751519809306,2.4999996893023844,2.4999996893023844,2.4999996893023844,2.4999996893023844,2.4999996893023844,2.4999996893023844,2.4999996893023844,2.4999996893023844,25.00074252927493,25.000775685763944,25.000716898800984,5.878696295980035e-05
60,0.016666666666666666,164.6872813098722,199.99988541512948,19.999994270755654,0.4636466253093248,25.000739927761266,25.000720152761456,25.000746404426042,25.000773915161727,25.00071720651903,25.0007172951682,25.000776008572707,25.000751839475473,2.4999992838444567,2.4999992838444567,2.4999992838444567,2.4999992838444567,2.4999992838444567,2.4999992838444567,2.4999992838444567,2.4999992838444567,25.000742843730734,25.000776008572707,25.00071720651903,5.880205367603253e-05
61,0.016944444444444446,164.6872813098722,199.99984970627614,19.999992485312394,0.4636466253093248,25.00074021352557,25.000720435152374,25.00074669374081,25.000774209777145,25.000717488492405,25.000717577311278,25.000776304257222,25.00075213235534,2.499999060664049,2.499999060664049,2.499999060664049,2.499999060664049,2.499999060664049,2.499999060664049,2.499999060664049,2.499999060664049,25.000743131826518,25.000776304257222,25.000717488492405,5.881576481669981e-05
62,0.017222222222222222,164.6872813098722,199.99987480500008,19.999993740249025,0.4636466253093248,25.000740475958274,25.000720694522343,25.00074695943639,25.00077448029965,25.00071774748575,25.000717836462137,25.000776575766857,25.00075240133617,2.499999217531128,2.499999217531128,2.499999217531128,2.499999217531128,2.499999217531128,2.499999217531128,2.499999217531128,2.499999217531128,25.000743396408446,25.000776575766857,25.00071774748575,5.8828281105149927e-05
