cycle_sec	speed_mph
352	18.21879082871762
353	15.154000459329524
354	11.67257462052762
355	8.230105053759525
356	5.404526390498096
357	3.610443909831905
358	2.889492459684762
359	2.9383445814719047
360	3.332275931731429
361	3.794968025218572
362	4.342024629298095
363	5.186860213375239
364	6.494037125038096
365	8.201820568105237
366	10.037261535737144
367	11.689368866065715
368	13.010555154660477
369	14.064521612612385
370	14.978968281496666
371	15.805085722266668
372	16.530979782706666
373	17.134552211686668
374	17.575773181153334
375	17.803228915383336
376	17.791398538573336
377	17.555683862153337
378	17.158584989623336
379	16.687974090540003
380	16.21200603967667
381	15.804341673433331
382	15.60091871714
383	15.761038030253331
384	16.36118783456
385	17.337900763056666
386	18.522724155616665
387	19.72622317433333
388	20.801299361176667
389	21.650556721203333
390	22.201004062223337
391	22.40338535009
392	22.26104880465333
393	21.831062972810003
394	21.19549644309667
395	20.444602341316664
396	19.664690334236667
397	18.92071588672667
398	18.245119528760004
399	17.63060958155
400	17.046903256900002
401	16.501664257913337
402	16.091618935323336
403	15.974431241073336
404	16.278896031453336
405	17.02793001115
406	18.120640155723333
407	19.37882676519
408	20.62488537825333
409	21.729797924053333
410	22.61796903908333
411	23.27020226312333
412	23.72898278549667
413	24.075635145806668
414	24.38582911238333
415	24.69803201079
416	25.01030931412
417	25.29728895651667
418	25.53211077435667
419	25.702795581083333
420	25.818569582490003
421	25.90190305392333
422	25.973629363316668
423	26.04587650687333
424	26.120727821446668
425	26.193719013836667
426	26.26678461115
427	26.35361511228
428	26.46671053784667
429	26.60361552668
430	26.745728857446668
431	26.86968739622
432	26.962693502786667
433	27.02556563080333
434	27.062544858800003
435	27.073779996423333
436	27.057410921690003
437	27.017976332523336
438	26.976011977263337
439	26.96894351314667
440	27.03687517335
441	27.19989627697333
442	27.44111691492
443	27.708230452886667
444	27.93620702128
445	28.07809713737667
446	28.1228144734
447	28.089481084846668
448	28.008156545243335
449	27.8995998177
450	27.75659362825333
451	27.537694455906664
452	27.18888435392
453	26.678987675416664
454	26.019090748173333
455	25.25495257684
456	24.432927404753336
457	23.55777714450667
458	22.579427308596667
459	21.412014659196668
460	19.9576223674
461	18.12651814166667
462	15.858173607865
463	13.163117057246668
464	10.20135619544
465	7.342497289953333
466	5.128468322365
467	4.089590112223334
468	4.453020774175
469	5.97858133865
470	8.107081890656668
471	10.262889035536666
472	12.066277441528332
473	13.37167395055
474	14.159249660833334
475	14.421154856866668
476	14.14846095245
477	13.33417388839
478	11.942132890446668
479	9.963037348033335
480	7.597929260976667
481	5.369354138326667
482	3.95022976218
483	3.7992622500266666
484	4.9269426906966665
485	6.97702049366
486	9.505000874513334
487	12.204633325566666
488	14.926438432523335
489	17.564389233683332
490	20.012086743380003
491	22.218042780966663
492	24.20896870012
493	26.048555082813333
494	27.795879407673336
495	29.48509351731
496	31.117090270103336
497	32.66553033679333
498	34.09752675806667
499	35.394403907766666
500	36.55898917148
501	37.60906531688334
502	38.56122463328
503	39.41978260402333
504	40.185260063376674
505	40.87023143688334
506	41.50445867867667
507	42.12499542147667
508	42.75460956042333
509	43.387051084956674
510	43.99665030972667
511	44.56034172020001
512	45.06696458387668
513	45.50892960217666
514	45.87433199356666
515	46.15022530798667
516	46.32887143751
517	46.411386455186666
518	46.40900549884
519	46.34405003407
520	46.25364809852
521	46.18489798456
522	46.176490232523335
523	46.24769570765333
524	46.398737624720006
525	46.60818737660333
526	46.83117881773334
527	47.00669994197667
528	47.083039354216666
529	47.06019705445333
530	47.00640232248333
531	47.02001841645333
532	47.17106033352001
533	47.46652213277667
534	47.85737099494667
535	48.277386572063335
536	48.67999140612
537	49.04978368578667
538	49.39256699198334
539	49.71756753070334
540	50.02166029676667
541	50.27731548244
542	50.43282169250667
543	50.437881224693335
544	50.278431555690005
545	49.987657264203335
546	49.62575190241
547	49.24613817786334
548	48.871732795350006
549	48.4933839539
550	48.08058565064668
551	47.5871324517
552	46.945092697056666
553	46.05855848944
554	44.81026772977667
555	43.07603866462333
556	40.750365166693335
557	37.79366383717333
558	34.28681278612667
559	30.47936599871333
560	26.795728940326665
561	23.727569092653336
562	21.64557159394
563	20.67399260245333
564	20.69847180973
565	21.47235702112
566	22.737016855516668
567	24.26968308646
568	25.87444765131333
569	27.396325173973334
570	28.759348266616666
571	29.972073491126668
572	31.081375925203336
573	32.108312151250004
574	33.018879136803335
575	33.748716656080006
576	34.24983355813
577	34.51858400361
578	34.59083114716667
579	34.516723881526666
580	34.33897061068333
581	34.088970196283334
582	33.79328518235667
583	33.47498108323666
584	33.14313529507
585	32.77006920057667
586	32.27081242061001
587	31.514858786543336
588	30.36500569005
589	28.70324698322333
590	26.45964207373
591	23.699741665626668
592	20.716180172383336
593	17.97272324393667
594	15.87993703684
595	14.58640810699
596	13.969814823026669
597	13.81654075936
598	13.984323775576668
599	14.379860145516668
600	14.846081156423336
601	15.150620351726666
602	15.07658749091
603	14.48551508255
604	13.302365799965
605	11.522042908406668
606	9.316421692875
607	7.084461147943334
608	5.2792870247416674
609	4.1752301351400005
610	3.818235495766667
611	4.13482828245
612	5.035387810935
613	6.42054635697
614	8.117014942841667
615	9.866831831423337
616	11.431678175318336
617	12.691687704406668
618	13.629858902316668
619	14.269815320306666
620	14.650545118003333
621	14.818253729396668
622	14.813491816703335
623	14.668179075833336
624	14.40582745046
625	14.03171968754
626	13.53372779057
627	12.916390457773334
628	12.24042207539
629	11.613263297713337
630	11.142503588783336
631	10.92122346009
632	11.030449831643336
633	11.49042083219
634	12.203889276733332
635	12.97502150736
636	13.601287426456668
637	13.976213643133333
638	14.102553138253334
639	14.009323817016668
640	13.70046913846
641	13.135066415550002
642	12.187817821493336
643	10.720702294406667
644	8.794508625373334
645	6.804773184333333
646	5.366005918486667
647	4.966377279873333
648	5.659607595640001
649	7.096514739353333
650	8.827916418840001
651	10.540642472140002
652	12.07055572242
653	13.319962555333332
654	14.234398594900002
655	14.828298388846669
656	15.175769202913337
657	15.360590937873337
658	15.43707915986
659	15.429638671326668
660	15.350918302740002
661	15.21044187948667
662	15.015054650813331
663	14.771081032103336
664	14.48819365849
665	14.179562194503337
666	13.85671939746
667	13.529337902393335
668	13.208429632356667
669	12.8995749537
670	12.59332444606
671	12.26252032632
672	11.868546458970002
673	11.38818851993
674	10.839750110840004
675	10.263930703963336
676	9.687813677543335
677	9.12680084285
678	8.599865445593334
679	8.123674180070001
680	7.705221105483334
681	7.342571694836668
682	7.027318196083334
683	6.753061789096668
684	6.497481008306667
685	6.144479431102222
686	5.44755367271
687	4.208042689530001
688	2.6421174748066667
689	0.0
690	0.0
691	3.607421654252222
692	6.204846594656667
693	8.625758345653333
694	10.306490298310004
695	11.216164425183337
696	11.627177011276666
697	11.834667434612223
698	11.99729171207778
699	12.149648115423334
700	12.287892392176667
701	12.41586879481
702	12.542357099676668
703	12.66653885312
704	12.772193790153334
705	12.834545084006669
706	12.83194091309
707	12.75426221283
708	12.609470306223336
709	12.427178337356668
710	12.2500203056
711	12.112445672756666
712	12.017133014766666
713	11.915123917176668
714	11.709766433876668
715	11.31140267835
716	10.71854455273
717	10.075760749153334
718	9.643617175713333
719	9.614822485123335
720	9.956638527906668
721	10.53461567645
722	11.294959198693334
723	12.217877395220002
724	13.213340354796667
725	14.093624552053331
726	14.615946846353332
727	14.623982573973333
728	14.075544164883334
729	12.900393407456669
730	11.06274155187
731	8.837812268583335
732	6.853582789050001
733	5.76407205451
734	5.857896614793333
735	6.934609709080001
736	8.519954598843333
737	10.187665696546668
738	11.71118012672
739	13.011926330433331
740	14.069294154523334
741	14.898759815143332
742	15.552853161366668
743	16.08797309598
744	16.52480417717
745	16.83864398309
746	16.966545980800003
747	16.81342072698
748	16.259104332046668
749	15.177753333202224
750	13.492383476037778
751	11.27055439634
752	8.786547302656667
753	6.443909490926668
754	4.61206121637
755	3.549311438888889
756	3.412084028881111
757	4.234382018900001
758	5.8889234519433336
759	8.080221727083334
760	10.397710687616668
761	12.459742875435555
762	14.042756412134446
763	15.069370217046668
764	15.534028725363337
765	15.46810599699
766	14.906795542763334
767	13.83997829821
768	12.25113637885
769	10.301505170946667
770	8.46496938865
771	7.371440790310001
772	7.454104617803334
773	8.712514441840002
774	10.758351166313332
775	13.08752169384
776	15.349504609996668
777	17.404939564680003
778	19.232695570563333
779	20.864469108686663
780	22.362611473003334
781	23.78508406899
782	25.15584526966
783	26.46596648891333
784	27.6875458948
785	28.78367866414667
786	29.71708794946333
787	30.46329454347333
788	31.02467940262333
789	31.430706861353336
790	31.71857936233
791	31.908832653893334
792	31.994100652333337
793	31.95198748732667
794	31.77363897739667
795	31.4777307488
796	31.09610809242333
797	30.648339493103336
798	30.124305886366667
799	29.48926019081667
800	28.712621998763336
801	27.788959753403336
802	26.720282386666668
803	25.46968507558
804	23.92496525315667
805	21.91804228368667
806	19.313722490573337
807	16.121976128543334
808	12.596895880580002
809	9.287366585193334
810	6.916603726843333
811	6.056929682810001
812	6.833567874923333
813	8.893913552046666
814	11.637147265903334
815	14.530009203903331
816	17.280683406313333
817	19.788574468186667
818	22.034485929103337
819	24.04847736269
820	25.90130781493667
821	27.662620258283336
822	29.36448319828667
823	31.00429246403
824	32.56419088311334
825	34.01925281882
826	35.34254370270334
827	36.51977779698334
828	37.56181821476667
829	38.497162027090006
830	39.3482795093
831	40.12008138393667
832	40.81360931922667
833	41.44337226782
834	42.03779289603
835	42.62120160118667
836	43.194714456540005
837	43.74025107512
838	44.23787094757333
839	44.67068416500334
840	45.02358653577334
841	45.28616137571667
842	45.45528367985334
843	45.538914770880005
844	45.556027894546666
845	45.52485224757
846	45.45200986492667
847	45.334524551183335
848	45.17001534989333
849	44.96592274969
850	44.738541420383335
851	44.50245471954668
852	44.26331741835333
853	44.020906302233335
854	43.777155898193335
855	43.53898586060334
856	43.31279500947
857	43.10029465723001
858	42.90081515987333
859	42.71309163440333
860	42.53474312447334
861	42.36420712759334
862	42.20237650214334
863	42.04962327273999
864	41.90230160004
865	41.75140849272
866	41.58303023741667
867	41.38414597924666
868	41.15021701998667
869	40.88533562852
870	40.59902563013333
871	40.30557276280667
872	40.0179234765
873	39.73563134187334
874	39.443145737950005
875	39.12670176111333
876	38.79731133411667
877	38.497236431913336
878	38.27707237657
879	38.159512657903335
880	38.12350069341
881	38.12134295173334
882	38.10832209685
883	38.05631308204
884	37.94202717830001
885	37.732130997076666
886	37.38704113935667
887	36.86129622018333
888	36.08413719396667
889	34.96292997825667
890	33.431603035133335
891	31.49439744312667
892	29.22504844336001
893	26.739925276426668
894	24.186796044366663
895	21.75807178042
896	19.672502847186667
897	18.09087820169
898	17.046159208066666
899	16.47257194779
900	16.28864307141
901	16.432318904866666
902	16.82190288394
903	17.3169929903
904	17.764166350633335
905	18.101741314896667
906	18.40568527111333
907	18.82101334056
908	19.44936259631
909	20.288352082316667
910	21.24854712633333
911	22.21796837604333
912	23.12325261474
913	23.940590279056668
914	24.66216885614333
915	25.26968474406
916	25.739998023650003
917	26.065891421050004
918	26.271100094503332
919	26.40800508333667
920	26.53598148597
921	26.69468710614
922	26.89193445699667
923	27.11046160492667
924	27.323185171836663
925	27.507337262786663
926	27.651905954723333
927	27.75294778891
928	27.803543110876667
929	27.79632583701333
930	27.736057880013337
931	27.64461427603667
932	27.55689091632667
933	27.50971821903333
934	27.52593848402
935	27.607858262710003
936	27.740894197530004
937	27.89677243211333
938	28.03866254821
939	28.129362103353333
940	28.140671645900003
941	28.063811399496668
942	27.91031412116
943	27.701087583946663
944	27.455997891986662
945	27.18709863666
946	26.897589228270004
947	26.59022264728
948	26.27095128475667
949	25.937542994
950	25.570354885350003
951	25.141633936603338
952	24.638284887953336
953	24.080099438906668
954	23.51149730589333
955	22.96982974142667
956	22.465959858513333
957	21.98098881662667
958	21.440660539980005
959	20.68924560393667
960	19.537755600030003
961	17.860669486796667
962	15.6473473656
963	13.018845984803336
964	10.245478292376667
965	7.702393719846667
966	5.736914271393333
967	4.513995577626667
968	3.923592813256667
969	3.6556608215133335
970	3.4392170103566677
971	3.221805935696666
972	3.114836512354445
973	3.199906097805556
974	3.4026842117100005
975	3.5340088341533336
976	3.435124741673334
977	3.1311063805933337
978	2.925996913614444
979	3.2917961310722226
980	4.525379525066668
981	6.484906582693334
982	8.661770310106666
983	10.511401352270004
984	11.80398782025778
985	12.709296860595556
986	13.543921259866666
987	14.488565682906666
988	15.539832306383332
989	16.621976957343332
990	17.67547572742
991	18.656652949016667
992	19.50367816254333
993	20.12719110087667
994	20.41186419175
995	20.213128743326667
996	19.37585056975667
997	17.80159200787
998	15.55962400589
999	12.96698577974
1000	10.526207924413336
1001	8.713704920003332
1002	7.747408675413333
1003	7.508866613346667
1004	7.71429850149
1005	8.187215952056667
1006	8.950386859946668
1007	10.06765061671
1008	11.440346344486668
1009	12.794292041083336
1010	13.883802775653336
1011	14.68596184341
1012	15.35560581051
1013	16.00739260521
1014	16.662602024683334
1015	17.393109187870003
1016	18.21401828670667
1017	18.82376632122333
1018	18.795269250186667
1019	17.997351260960002
1020	16.710593175633335
1021	15.46096312805
1022	14.627405198746668
1023	14.143773444680004
1024	13.769740086583331
1025	13.499203923843334
1026	13.517433120760002
1027	13.980901150903334
1028	14.953000976553334
1029	16.39935754063
1030	18.178378346730003
1031	20.08202733551333
1032	21.912685131906663
1033	23.53872949393333
1034	24.907332953026668
1035	26.021620514366667
1036	26.90785710239
1037	27.602129086513337
1038	28.14870737352
1039	28.58464559613001
1040	28.91850031622667
1041	29.12460184826
1042	29.1562983294
1043	28.97646172180333
1044	28.597145616850003
1045	28.10220432023667
1046	27.626533888866668
1047	27.29156309552
1048	27.139479510126662
1049	27.12958366042333
1050	27.21061058043333
1051	27.40220315991667
1052	27.799078817776667
1053	28.4888865088
1054	29.46924527674
1055	30.63643471147
1056	31.83509741267
1057	32.92631945957667
1058	33.83666323046
1059	34.56538467648667
1060	35.16337673911667
1061	35.70348180099334
1062	36.24477734114333
1063	36.81084970806333
1064	37.40162449683
1065	38.01494396586666
1066	38.65065930532668
1067	39.30490146119666
1068	39.96613767636
1069	40.61234410461
1070	41.21041057216333
1071	41.723283446100005
1072	42.128566855996674
1073	42.43704951023666
1074	42.69002611997
1075	42.93496700218333
1076	43.20185732558
1077	43.49940246159
1078	43.82812324457666
1079	44.189284557536666
1080	44.57961258554333
1081	44.98482159051667
1082	45.38437582421668
1083	45.76205502175667
1084	46.110195479733335
1085	46.42611862250667
1086	46.70870837662667
1087	46.96019688869334
1088	47.18928953033667
1089	47.41004882486667
1090	47.63981111052
1091	47.89680558411334
1092	48.19033285636334
1093	48.51116672147667
1094	48.83646487979
1095	49.144129080173336
1096	49.42381704378334
1097	49.677686512296674
1098	49.91154106653333
1099	50.1273152338
1100	50.32352091613
1101	50.49852120621
1102	50.65201848444667
1103	50.78475679967333
1104	50.89934032300667
1105	51.0023166842
1106	51.10187042062
1107	51.20164737171
1108	51.29874574696
1109	51.38751077499667
1110	51.46325494825
1111	51.52263004667001
1112	51.56243666025334
1113	51.58074026199333
1114	51.58408848184334
1115	51.594356355963335
1116	51.641231433663336
1117	51.74398458018667
1118	51.90127650761334
1119	52.09666373628667
1120	52.31214028386
1121	52.536545417733336
1122	52.76318269820667
1123	52.98543009040334
1124	53.198748896400005
1125	53.40373435518333
1126	53.60165134995
1127	53.78677070440334
1128	53.94681561259334
1129	54.07196462954
1130	54.16288739925334
1131	54.22970298620668
1132	54.27977747401
1133	54.30544715946
1134	54.29078939706334
1135	54.235060137986665
1136	54.16519395077667
1137	54.12226233191333
1138	54.13505997222667
1139	54.202619608013336
1140	54.29778345625667
1141	54.38431633779334
1142	54.43081939107667
1143	54.41846818010333
1144	54.34726270487333
1145	54.23692026007
1146	54.11817006323
1147	54.01839311214
1148	53.95075907153001
1149	53.91400305820334
1150	53.89934529580667
1151	53.89755957854667
1152	53.903511969313335
1153	53.91385424845667
1154	53.92069949780334
1155	53.912886984853344
1156	53.883794674730005
1157	53.83595233352666
1158	53.77910700120001
1159	53.723377742223335
1160	53.67560980584334
1161	53.641904392873336
1162	53.626130557226666
1163	53.624493649713344
1164	53.626130557226666
1165	53.61906209311
1166	53.59733586659667
1167	53.56496974154667
1168	53.53305004573667
1169	53.51660656608
1170	53.53193397248667
1171	53.58766323156334
1172	53.67806516711334
1173	53.78632427506333
1174	53.89227683169
1175	53.983348411250006
1176	54.06392890192
1177	54.15217309579333
1178	54.26764947770668
1179	54.41965865827667
1180	54.599644075620006
1181	54.783424142153336
1182	54.94488274318667
1183	55.07025497480334
1184	55.16311227152334
1185	55.239228469193336
1186	55.31586550092667
1187	55.40269600205667
1188	55.49964556746
1189	55.600538591900005
1190	55.69763696715
1191	55.78543473168334
1192	55.86385748077667
1193	55.93744391225334
1194	56.01147677307
1195	56.090717975820006
1196	56.17799490619001
1197	56.27077779808667
1198	56.362891045973335
1199	56.449870356850006
1200	56.53245977945
1201	56.61958790007334
1202	56.72219223685
1203	56.83476682815334
1204	56.93037710573667
1205	56.98164207161333
1206	56.983055764456665
1207	56.95381464458666
1208	56.92167173420667
1209	56.90091277119667
1210	56.88558536479
1211	56.86199901619334
1212	56.82100192443667
1213	56.76058515758999
1214	56.68595705768666
1215	56.61095693336667
1216	56.55708779647333
1217	56.54414134641333
1218	56.57628425689334
1219	56.638040311660006
1220	56.70530232785333
1221	56.761701230940005
1222	56.80470725452667
1223	56.83528766241667
1224	56.84778768313667
1225	56.835213257493336
1226	56.79905248325334
1227	56.7500940688
1228	56.70277256176
1229	56.66824869503333
1230	56.64920104446001
1231	56.63967721907334
1232	56.62702838860667
1233	56.59347178538334
1234	56.52301035908667
1235	56.4108077921
1236	56.26385814381667
1237	56.09309893216667
1238	55.90299445035001
1239	55.68394646825667
1240	55.41683293019
1241	55.09175798664667
1242	54.72576035617001
1243	54.35886986701333
1244	54.02851217651333
1245	53.74986588133
1246	53.522335742276674
1247	53.348897954786665
1248	53.24376385191668
1249	53.220475122913335
1250	53.27508830864
1251	53.38550515836667
1252	53.52501431811667
1253	53.67069908340334
1254	53.805595140406666
1255	53.92471736166334
1256	54.03833362139334
1257	54.16437549702
1258	54.31757515566333
1259	54.50299212971
1260	54.7143764087
1261	54.93647499115001
1262	55.14860331897334
1263	55.32992802423667
1264	55.47040444759
1265	55.57918438980334
1266	55.67710121881
1267	55.78007757990334
1268	55.88967597587334
1269	55.99451245925
1270	56.08134296028
1271	56.15009307424
1272	56.21750390028001
1273	56.30433440131
1274	56.41832268555667
1275	56.546596707683335
1276	56.66661178752
1277	56.76713278754334
1278	56.852326381160005
1279	56.925168763803335
1280	56.97606170526334
1281	56.98975220415667
1282	56.961255133120005
1283	56.90344253729001
1284	56.837519808916674
1285	56.77993042775667
1286	56.73871012133001
1287	56.71423091415333
1288	56.700093985920006
1289	56.68595705768666
1290	56.66132904066334
1291	56.61973670982
1292	56.56318899708667
1293	56.502400205823335
1294	56.45068881060667
1295	56.41735542205334
1296	56.40306968407334
1297	56.39696848346001
1298	56.38201310157001
1299	56.34838209342334
1300	56.300911776636674
1301	56.25321824518
1302	56.21571818302
1303	56.1875931364
1304	56.15879844577
1305	56.12137278853333
1306	56.07851557459333
1307	56.03989943918334
1308	56.01073272423668
1309	55.98952733188667
1310	55.97286063756
1311	55.959616568006666
1312	55.95366417724
1313	55.96229514394667
1314	55.990717810060005
1315	56.03833693659334
1316	56.09838167902333
1317	56.160881782623335
1318	56.22018247612
1319	56.28089686246
1320	56.35247436210667
1321	56.43699831171334
1322	56.52561453000334
1323	56.606790259860006
1324	56.67613561290667
1325	56.73826369209
1326	56.80046617609667
1327	56.86609128487667
1328	56.93342770599333
1329	57.00039210269333
1330	57.06839816782
1331	57.13722268670333
1332	57.19853231213
1333	57.23833892571333
1334	57.24369607749333
1335	57.21080911818
1336	57.14838341950334
1337	57.06356185030334
1338	56.94540689255
1339	56.77152267572001
1340	56.53074846711334
1341	56.236774765523336
1342	55.91184863172666
1343	55.54391647424334
1344	55.05976388591333
1345	54.350834139393335
1346	53.33520745589334
1347	51.99443142392668
1348	50.34122927878333
1349	48.36101766309
1350	46.002159586353336
1351	43.21510139513333
1352	39.99277462521334
1353	36.38294721307334
1354	32.47758359665333
1355	28.428097717536662
1356	24.50562097755
1357	21.12481180213
1358	18.758810856453334
1359	17.771234814650004
1360	18.2433338115
1361	19.91216098254333
1362	22.293712549196663
1363	24.893865668803336
1364	27.33910781723
1365	29.37564393108667
1366	30.813071908963337
1367	31.522299275076666
1368	31.52631713893667
1369	31.091718204246668
1370	30.67304191495
1371	30.687253248106664
1372	31.279739349210004
1373	32.26307431248333
1374	33.27609682506667
1375	34.03919332807334
1376	34.47014642332
1377	34.56880730116
1378	34.26657465728
1379	33.43495125498333
1380	32.00317804838
1381	30.02631465253667
1382	27.623706503280005
1383	24.89155911728
1384	21.97987274327667
1385	19.270642061963336
1386	17.364612116833335
1387	16.80159035027
1388	17.75315442758
1389	19.94266698551
1390	22.845722392806664
1391	25.98620378896
