Time [sec]	Flow [L/min]	Outlet fluid Temp. [°C]	Inlet fluid Temp. [°C]	Cell cathode 1 Temp. [°C]	Cell cathode 2 Temp. [°C]	Cell cathode 3 Temp. [°C]	Cell anode 1 Temp. [°C]	Cell anode 2 Temp. [°C]	I (8 cells pack) [A]	V_cell [V]
1160	0.994	45.403	45.207	45.22	45.15	45.15	45.342	45.162	39.9	3.92
1161	0.991	45.403	45.205	45.221	45.15	45.152	45.34	45.163	39.9	3.92
1162	0.991	45.403	45.206	45.222	45.153	45.148	45.339	45.162	39.9	3.92
1163	0.98	45.399	45.206	45.221	45.152	45.15	45.343	45.164	39.9	3.92
1164	0.991	45.4	45.206	45.221	45.153	45.15	45.338	45.161	39.9	3.92
1165	0.991	45.399	45.206	45.22	45.154	45.151	45.338	45.159	39.9	3.92
1166	0.994	45.399	45.203	45.219	45.157	45.151	45.335	45.164	39.9	3.92
1167	1.002	45.402	45.202	45.221	45.153	45.153	45.327	45.162	39.9	3.92
1168	0.998	45.401	45.203	45.223	45.152	45.152	45.322	45.164	39.9	3.92
1169	0.987	45.399	45.202	45.221	45.152	45.151	45.32	45.161	39.9	3.93
1170	1.016	45.4	45.201	45.22	45.152	45.148	45.319	45.161	39.9	3.93
1171	1.009	45.398	45.2	45.22	45.155	45.151	45.318	45.16	39.9	3.93
1172	1.012	45.398	45.2	45.22	45.15	45.149	45.318	45.161	39.9	3.93
1173	1.002	45.398	45.2	45.222	45.151	45.149	45.32	45.161	39.9	3.93
1174	0.994	45.398	45.202	45.22	45.154	45.149	45.319	45.161	39.9	3.93
1175	0.987	45.396	45.197	45.219	45.154	45.153	45.318	45.158	39.9	3.93
1176	0.998	45.398	45.202	45.22	45.156	45.152	45.321	45.159	39.9	3.93
1177	1.009	45.4	45.199	45.219	45.151	45.148	45.325	45.161	39.9	3.93
1178	1.002	45.398	45.201	45.219	45.152	45.15	45.328	45.161	39.9	3.93
1179	1.012	45.397	45.202	45.219	45.153	45.151	45.329	45.16	39.9	3.93
1180	0.987	45.398	45.199	45.22	45.153	45.152	45.327	45.161	39.9	3.93
1181	1.002	45.396	45.2	45.22	45.156	45.154	45.335	45.159	39.9	3.93
1182	1.009	45.397	45.203	45.22	45.155	45.154	45.336	45.162	39.9	3.93
1183	0.994	45.397	45.201	45.22	45.151	45.151	45.341	45.162	39.9	3.93
1184	1.005	45.395	45.205	45.22	45.151	45.151	45.342	45.161	39.9	3.93
1185	0.991	45.399	45.201	45.218	45.154	45.152	45.35	45.159	39.9	3.93
1186	0.998	45.397	45.204	45.22	45.151	45.15	45.353	45.16	39.9	3.93
1187	0.998	45.4	45.205	45.219	45.151	45.149	45.351	45.159	39.9	3.93
1188	1.005	45.4	45.207	45.216	45.151	45.149	45.353	45.16	39.9	3.93
1189	1.002	45.4	45.207	45.22	45.156	45.151	45.352	45.159	39.9	3.93
1190	1.005	45.399	45.208	45.221	45.15	45.15	45.353	45.161	39.9	3.93
1191	0.991	45.401	45.207	45.218	45.156	45.148	45.352	45.158	39.9	3.94
1192	0.998	45.399	45.208	45.22	45.155	45.151	45.351	45.161	39.9	3.94
1193	1.009	45.402	45.207	45.221	45.154	45.15	45.348	45.158	39.9	3.94
1194	1.002	45.401	45.207	45.219	45.154	45.15	45.353	45.158	39.9	3.94
1195	1.005	45.4	45.209	45.218	45.153	45.151	45.355	45.159	39.9	3.94
1196	1.002	45.401	45.209	45.218	45.153	45.149	45.358	45.16	39.9	3.94
1197	0.998	45.401	45.211	45.22	45.154	45.149	45.359	45.16	39.9	3.94
1198	1.009	45.401	45.209	45.221	45.154	45.149	45.358	45.16	39.9	3.94
1199	0.987	45.403	45.207	45.219	45.154	45.15	45.359	45.16	39.9	3.94
1200	0.994	45.405	45.211	45.218	45.155	45.15	45.356	45.16	39.9	3.94
1201	1.016	45.401	45.211	45.219	45.151	45.15	45.352	45.159	39.9	3.94
1202	0.987	45.4	45.21	45.218	45.152	45.149	45.355	45.159	39.9	3.94
1203	0.958	45.401	45.211	45.22	45.153	45.147	45.359	45.159	39.9	3.94
1204	0.98	45.4	45.21	45.222	45.152	45.148	45.358	45.162	39.9	3.94
1205	0.994	45.402	45.208	45.223	45.153	45.15	45.359	45.161	39.9	3.94
1206	0.991	45.401	45.213	45.218	45.152	45.152	45.359	45.159	39.9	3.94
1207	1.016	45.403	45.208	45.22	45.154	45.15	45.362	45.159	39.9	3.94
1208	1.005	45.402	45.21	45.218	45.152	45.15	45.362	45.16	39.9	3.94
1209	0.998	45.4	45.21	45.219	45.153	45.147	45.363	45.158	39.9	3.94
1210	1.005	45.4	45.209	45.221	45.152	45.147	45.366	45.165	39.9	3.94
1211	1.005	45.403	45.21	45.222	45.152	45.15	45.366	45.162	39.9	3.94
1212	1.012	45.401	45.206	45.221	45.15	45.144	45.367	45.163	39.9	3.95
1213	1.002	45.406	45.208	45.22	45.149	45.147	45.366	45.163	39.9	3.95
1214	0.998	45.401	45.209	45.221	45.15	45.149	45.365	45.161	39.9	3.95
1215	1.027	45.401	45.21	45.22	45.149	45.148	45.367	45.163	39.9	3.95
1216	1.012	45.402	45.21	45.221	45.152	45.149	45.364	45.161	39.9	3.95
1217	0.98	45.403	45.207	45.219	45.152	45.15	45.367	45.163	39.9	3.95
1218	1.005	45.403	45.206	45.221	45.153	45.148	45.362	45.161	39.9	3.95
1219	1.009	45.401	45.206	45.222	45.151	45.146	45.361	45.162	39.9	3.95
1220	0.994	45.403	45.205	45.22	45.153	45.149	45.359	45.163	39.9	3.95
1221	0.998	45.402	45.205	45.219	45.151	45.15	45.356	45.162	39.9	3.95
1222	1.027	45.406	45.202	45.219	45.154	45.15	45.356	45.162	39.9	3.95
1223	1.012	45.402	45.204	45.22	45.152	45.151	45.357	45.162	39.9	3.95
1224	1.023	45.404	45.203	45.221	45.151	45.152	45.36	45.163	39.9	3.95
1225	1.009	45.403	45.201	45.219	45.152	45.15	45.358	45.16	39.9	3.95
1226	1.002	45.404	45.202	45.217	45.154	45.151	45.36	45.16	39.9	3.95
1227	0.998	45.402	45.202	45.221	45.149	45.15	45.36	45.159	39.9	3.95
1228	1.009	45.4	45.199	45.22	45.152	45.151	45.362	45.162	39.9	3.95
1229	0.998	45.402	45.199	45.22	45.15	45.148	45.363	45.163	39.9	3.95
1230	1.005	45.404	45.201	45.219	45.151	45.151	45.359	45.16	39.9	3.95
1231	1.009	45.401	45.202	45.219	45.155	45.151	45.359	45.163	39.9	3.95
1232	0.991	45.403	45.202	45.221	45.155	45.15	45.361	45.159	39.9	3.95
1233	0.994	45.401	45.202	45.223	45.152	45.15	45.361	45.16	39.9	3.96
1234	1.005	45.399	45.203	45.223	45.151	45.151	45.374	45.16	39.9	3.96
1235	0.994	45.403	45.201	45.22	45.152	45.151	45.378	45.161	39.9	3.96
1236	0.991	45.404	45.202	45.219	45.154	45.151	45.377	45.163	39.9	3.96
1237	0.98	45.403	45.205	45.22	45.156	45.153	45.38	45.159	39.9	3.96
1238	1.016	45.403	45.203	45.221	45.154	45.153	45.382	45.158	39.9	3.96
1239	0.994	45.4	45.203	45.22	45.155	45.154	45.386	45.162	39.9	3.96
1240	1.016	45.402	45.205	45.221	45.155	45.154	45.384	45.164	39.9	3.96
1241	0.994	45.401	45.204	45.221	45.154	45.152	45.383	45.161	39.9	3.96
1242	1.009	45.402	45.203	45.22	45.157	45.155	45.382	45.164	39.9	3.96
1243	0.998	45.405	45.202	45.219	45.155	45.154	45.378	45.163	39.9	3.96
1244	1.002	45.403	45.205	45.221	45.153	45.154	45.379	45.163	39.9	3.96
1245	1.012	45.405	45.208	45.222	45.155	45.153	45.376	45.163	39.9	3.96
1246	1.009	45.404	45.205	45.22	45.153	45.15	45.375	45.165	39.9	3.96
1247	1.02	45.405	45.205	45.219	45.156	45.151	45.375	45.16	39.9	3.96
1248	0.998	45.405	45.207	45.222	45.153	45.153	45.371	45.162	39.9	3.96
1249	0.994	45.405	45.207	45.221	45.153	45.15	45.368	45.161	39.9	3.96
1250	0.991	45.403	45.209	45.219	45.153	45.148	45.367	45.161	39.9	3.96
1251	1.009	45.402	45.209	45.219	45.15	45.154	45.359	45.163	39.9	3.96
1252	1.012	45.403	45.209	45.218	45.152	45.152	45.355	45.164	39.9	3.96
1253	0.994	45.403	45.207	45.22	45.152	45.151	45.349	45.163	39.9	3.96
1254	1.005	45.402	45.211	45.221	45.151	45.151	45.349	45.163	39.9	3.96
1255	0.991	45.403	45.208	45.222	45.154	45.151	45.353	45.161	39.9	3.96
1256	1.005	45.402	45.207	45.222	45.154	45.15	45.353	45.162	39.9	3.96
1257	0.998	45.403	45.21	45.222	45.152	45.152	45.356	45.165	39.9	3.96
1258	0.994	45.403	45.21	45.221	45.155	45.153	45.354	45.16	39.9	3.96
1259	0.998	45.401	45.21	45.22	45.154	45.151	45.355	45.163	39.9	3.96
1260	0.994	45.403	45.212	45.222	45.152	45.15	45.359	45.162	39.9	3.96
1261	0.991	45.403	45.212	45.219	45.15	45.152	45.357	45.162	39.9	3.96
1262	0.994	45.403	45.209	45.22	45.153	45.148	45.359	45.163	39.9	3.96
1263	0.991	45.403	45.211	45.224	45.151	45.149	45.36	45.162	39.9	3.96
1264	1.016	45.403	45.21	45.223	45.152	45.149	45.36	45.164	39.9	3.96
1265	0.994	45.401	45.208	45.218	45.151	45.151	45.36	45.162	39.9	3.97
1266	1.009	45.405	45.211	45.222	45.151	45.149	45.361	45.164	39.9	3.97
1267	0.994	45.404	45.21	45.22	45.153	45.151	45.356	45.161	39.9	3.97
1268	1.005	45.404	45.211	45.22	45.154	45.153	45.352	45.162	39.9	3.97
1269	0.994	45.405	45.213	45.221	45.155	45.154	45.347	45.161	39.9	3.97
1270	0.998	45.404	45.212	45.22	45.156	45.15	45.346	45.163	39.9	3.97
1271	0.991	45.406	45.214	45.221	45.153	45.15	45.348	45.161	39.9	3.97
1272	1.005	45.405	45.211	45.223	45.155	45.149	45.342	45.163	39.9	3.97
1273	1.005	45.404	45.212	45.223	45.152	45.15	45.339	45.161	39.9	3.97
1274	1.002	45.406	45.215	45.221	45.153	45.151	45.34	45.163	39.9	3.97
1275	1.002	45.405	45.215	45.221	45.151	45.148	45.34	45.163	39.9	3.97
1276	1.016	45.403	45.216	45.222	45.156	45.152	45.341	45.163	39.9	3.97
1277	1.002	45.406	45.216	45.224	45.158	45.156	45.338	45.161	39.9	3.97
1278	1.005	45.404	45.215	45.222	45.156	45.152	45.343	45.163	39.9	3.97
1279	1.002	45.405	45.214	45.22	45.156	45.154	45.342	45.16	39.9	3.97
1280	0.994	45.404	45.216	45.22	45.156	45.152	45.343	45.163	39.9	3.97
1281	1.005	45.405	45.215	45.222	45.155	45.153	45.343	45.161	39.9	3.97
1282	0.994	45.404	45.214	45.219	45.154	45.152	45.343	45.16	39.9	3.97
1283	1.002	45.404	45.215	45.221	45.154	45.151	45.342	45.161	39.9	3.97
1284	0.998	45.405	45.213	45.221	45.154	45.151	45.339	45.165	39.9	3.97
1285	1.002	45.403	45.214	45.221	45.156	45.154	45.339	45.162	39.9	3.97
1286	0.998	45.402	45.212	45.221	45.156	45.155	45.339	45.163	39.9	3.97
1287	1.005	45.404	45.21	45.22	45.154	45.154	45.34	45.161	39.9	3.97
1288	0.994	45.406	45.212	45.223	45.157	45.151	45.34	45.163	39.9	3.97
1289	0.991	45.406	45.213	45.22	45.155	45.152	45.34	45.163	39.9	3.98
1290	0.991	45.403	45.21	45.222	45.156	45.15	45.342	45.159	39.9	3.98
1291	0.973	45.406	45.212	45.22	45.156	45.153	45.349	45.161	39.9	3.98
1292	1.002	45.404	45.211	45.22	45.151	45.149	45.349	45.159	39.9	3.98
1293	1.023	45.403	45.211	45.221	45.153	45.148	45.348	45.159	39.9	3.98
1294	0.998	45.406	45.213	45.221	45.155	45.15	45.351	45.158	39.9	3.98
1295	0.994	45.403	45.213	45.22	45.151	45.152	45.347	45.16	39.9	3.98
1296	0.994	45.403	45.211	45.221	45.15	45.149	45.346	45.159	39.9	3.98
1297	1.002	45.403	45.21	45.219	45.149	45.151	45.348	45.163	39.9	3.98
1298	1.005	45.402	45.213	45.222	45.151	45.151	45.345	45.159	39.9	3.98
1299	1.009	45.403	45.213	45.221	45.149	45.151	45.343	45.159	39.9	3.98
1300	1.005	45.404	45.212	45.22	45.152	45.15	45.343	45.162	39.9	3.98
1301	1.012	45.404	45.212	45.219	45.154	45.148	45.344	45.162	39.9	3.98
1302	1.023	45.405	45.213	45.221	45.152	45.149	45.343	45.162	39.9	3.98
1303	1.016	45.404	45.212	45.221	45.153	45.149	45.344	45.162	39.9	3.98
1304	1.02	45.403	45.213	45.219	45.151	45.15	45.344	45.161	39.9	3.98
1305	0.987	45.401	45.212	45.221	45.154	45.152	45.344	45.161	39.9	3.98
1306	0.987	45.405	45.214	45.22	45.153	45.152	45.345	45.163	39.9	3.98
1307	0.987	45.402	45.213	45.221	45.155	45.149	45.343	45.159	39.9	3.98
1308	0.991	45.405	45.212	45.221	45.153	45.152	45.342	45.161	39.9	3.98
1309	1.012	45.403	45.213	45.219	45.154	45.15	45.343	45.16	39.9	3.98
1310	0.994	45.404	45.215	45.221	45.151	45.147	45.338	45.16	39.9	3.98
1311	0.994	45.403	45.214	45.22	45.153	45.151	45.338	45.16	39.9	3.99
1312	0.998	45.403	45.214	45.219	45.149	45.15	45.334	45.162	39.9	3.99
1313	0.987	45.405	45.216	45.221	45.151	45.153	45.332	45.162	39.9	3.99
1314	0.984	45.406	45.215	45.221	45.15	45.15	45.333	45.161	39.9	3.99
1315	0.998	45.403	45.217	45.219	45.15	45.153	45.337	45.162	39.9	3.99
1316	1.002	45.405	45.215	45.219	45.151	45.15	45.336	45.159	39.9	3.99
1317	0.994	45.4	45.218	45.218	45.151	45.149	45.334	45.159	39.9	3.99
1318	0.994	45.403	45.215	45.222	45.153	45.15	45.337	45.159	39.9	3.99
1319	1.005	45.405	45.217	45.222	45.151	45.149	45.334	45.162	39.9	3.99
1320	1.016	45.402	45.216	45.222	45.152	45.152	45.337	45.16	39.9	3.99
1321	0.976	45.405	45.216	45.22	45.153	45.154	45.332	45.16	39.9	3.99
1322	1.005	45.403	45.216	45.22	45.158	45.155	45.327	45.159	39.9	3.99
1323	1.002	45.406	45.216	45.22	45.155	45.158	45.325	45.158	39.9	3.99
1324	0.998	45.403	45.219	45.22	45.154	45.154	45.323	45.158	39.9	3.99
1325	1.005	45.403	45.217	45.218	45.152	45.153	45.32	45.158	39.9	3.99
1326	0.994	45.406	45.216	45.22	45.155	45.152	45.32	45.156	39.9	3.99
1327	0.994	45.405	45.214	45.222	45.151	45.151	45.322	45.159	39.9	3.99
1328	1.002	45.406	45.218	45.218	45.152	45.15	45.324	45.159	39.9	3.99
1329	0.991	45.402	45.218	45.221	45.151	45.153	45.329	45.155	39.9	3.99
1330	1.002	45.404	45.218	45.221	45.151	45.151	45.332	45.159	39.9	3.99
1331	1.012	45.404	45.218	45.221	45.153	45.151	45.336	45.157	39.9	3.99
1332	1.012	45.404	45.215	45.221	45.152	45.151	45.336	45.158	39.9	3.99
1333	0.998	45.402	45.216	45.221	45.153	45.15	45.338	45.156	39.9	3.99
1334	1.009	45.406	45.217	45.22	45.153	45.149	45.337	45.157	39.9	3.99
1335	0.987	45.405	45.214	45.218	45.151	45.152	45.338	45.159	39.9	3.99
1336	1.005	45.405	45.211	45.221	45.154	45.151	45.341	45.157	39.9	3.99
1337	1.012	45.406	45.215	45.219	45.154	45.15	45.34	45.157	39.9	3.99
1338	1.016	45.403	45.215	45.22	45.154	45.15	45.343	45.162	39.9	3.99
1339	0.991	45.405	45.215	45.22	45.156	45.152	45.344	45.16	39.9	3.99
1340	0.987	45.405	45.214	45.22	45.152	45.15	45.347	45.161	39.9	3.99
1341	1.005	45.404	45.215	45.219	45.157	45.151	45.343	45.162	39.9	3.99
1342	0.998	45.403	45.211	45.22	45.154	45.151	45.341	45.164	39.9	3.99
1343	0.994	45.404	45.213	45.22	45.153	45.149	45.344	45.161	39.9	4
1344	0.994	45.403	45.212	45.221	45.152	45.148	45.342	45.161	39.9	4
1345	0.991	45.405	45.213	45.219	45.154	45.15	45.344	45.161	39.9	4
1346	1.012	45.402	45.21	45.22	45.154	45.149	45.343	45.162	39.9	4
1347	1.005	45.403	45.212	45.219	45.156	45.15	45.345	45.163	39.9	4
1348	0.998	45.404	45.213	45.219	45.155	45.149	45.348	45.165	39.9	4
1349	0.998	45.404	45.211	45.22	45.154	45.151	45.347	45.162	39.9	4
1350	0.991	45.404	45.209	45.221	45.154	45.151	45.35	45.165	39.9	4
1351	1.005	45.402	45.211	45.22	45.155	45.15	45.349	45.166	39.9	4
1352	1.012	45.405	45.211	45.221	45.154	45.148	45.352	45.163	39.9	4
1353	0.998	45.405	45.211	45.22	45.153	45.152	45.351	45.161	39.9	4
1354	1.009	45.402	45.213	45.219	45.151	45.149	45.351	45.164	39.9	4
1355	0.948	45.403	45.208	45.222	45.152	45.152	45.35	45.163	39.9	4
1356	0.998	45.404	45.212	45.223	45.152	45.15	45.35	45.164	39.9	4
1357	1.012	45.403	45.212	45.22	45.153	45.151	45.35	45.165	39.9	4
1358	1.009	45.403	45.213	45.22	45.152	45.151	45.348	45.166	39.9	4
1359	1.002	45.403	45.213	45.219	45.151	45.152	45.35	45.161	39.9	4
1360	1.005	45.406	45.213	45.222	45.151	45.151	45.346	45.161	39.9	4
1361	0.998	45.404	45.212	45.221	45.153	45.151	45.345	45.163	39.9	4
1362	0.984	45.406	45.213	45.22	45.152	45.149	45.341	45.162	39.9	4
1363	0.984	45.405	45.215	45.222	45.154	45.152	45.341	45.161	39.9	4
1364	1.002	45.406	45.213	45.221	45.156	45.151	45.338	45.159	39.9	4
1365	1.005	45.406	45.215	45.22	45.155	45.15	45.337	45.163	39.9	4
1366	0.987	45.404	45.215	45.221	45.155	45.148	45.334	45.162	39.9	4
1367	0.998	45.405	45.215	45.221	45.153	45.15	45.336	45.16	39.9	4
1368	1.005	45.406	45.217	45.221	45.154	45.15	45.336	45.16	39.9	4
1369	0.984	45.405	45.216	45.22	45.157	45.152	45.34	45.163	39.9	4
1370	1.005	45.406	45.213	45.221	45.155	45.153	45.343	45.159	39.9	4.01
1371	1.002	45.406	45.214	45.22	45.154	45.153	45.346	45.157	39.9	4.01
1372	0.976	45.406	45.213	45.221	45.153	45.153	45.342	45.16	39.9	4.01
1373	0.998	45.405	45.214	45.222	45.155	45.153	45.344	45.163	39.9	4.01
1374	0.991	45.407	45.212	45.219	45.155	45.155	45.343	45.16	39.9	4.01
1375	1.009	45.404	45.213	45.22	45.16	45.158	45.342	45.159	39.9	4.01
1376	0.994	45.405	45.214	45.22	45.157	45.156	45.344	45.159	39.9	4.01
1377	0.98	45.403	45.214	45.222	45.156	45.154	45.345	45.161	39.9	4.01
1378	0.987	45.405	45.214	45.221	45.154	45.154	45.343	45.164	39.9	4.01
1379	1.002	45.403	45.211	45.222	45.157	45.154	45.346	45.16	39.9	4.01
1380	1.02	45.403	45.212	45.22	45.154	45.154	45.347	45.161	39.9	4.01
1381	0.998	45.403	45.214	45.222	45.153	45.154	45.351	45.161	39.9	4.01
1382	1.012	45.404	45.215	45.223	45.155	45.154	45.349	45.161	39.9	4.01
1383	1.005	45.404	45.216	45.222	45.154	45.151	45.344	45.161	39.9	4.01
1384	1.002	45.404	45.214	45.22	45.154	45.153	45.344	45.162	39.9	4.01
1385	0.994	45.405	45.212	45.221	45.154	45.152	45.34	45.161	39.9	4.01
1386	1.005	45.405	45.213	45.221	45.155	45.154	45.34	45.162	39.9	4.01
1387	0.998	45.408	45.212	45.22	45.153	45.15	45.342	45.163	39.9	4.01
1388	1.012	45.409	45.213	45.225	45.152	45.151	45.342	45.164	39.9	4.01
1389	1.005	45.409	45.213	45.223	45.153	45.153	45.344	45.162	39.9	4.01
1390	1.009	45.407	45.212	45.222	45.154	45.15	45.344	45.163	39.9	4.01
1391	0.987	45.408	45.212	45.22	45.153	45.15	45.35	45.16	39.9	4.01
1392	1.002	45.408	45.211	45.225	45.155	45.154	45.353	45.159	39.9	4.01
1393	0.994	45.409	45.212	45.224	45.158	45.153	45.356	45.163	39.9	4.01
1394	0.994	45.407	45.214	45.221	45.156	45.153	45.359	45.161	39.9	4.01
1395	1.005	45.411	45.213	45.224	45.156	45.153	45.359	45.162	39.9	4.01
1396	0.998	45.409	45.213	45.222	45.155	45.153	45.36	45.165	39.9	4.02
1397	0.994	45.409	45.213	45.223	45.157	45.153	45.359	45.158	39.9	4.02
1398	0.998	45.409	45.216	45.222	45.159	45.154	45.36	45.162	39.9	4.02
1399	0.991	45.408	45.214	45.222	45.159	45.153	45.369	45.162	39.9	4.02
1400	1.002	45.41	45.216	45.221	45.155	45.155	45.369	45.162	39.9	4.02
1401	0.994	45.407	45.212	45.223	45.154	45.151	45.369	45.161	39.9	4.02
1402	1.002	45.41	45.213	45.224	45.152	45.153	45.373	45.164	39.9	4.02
1403	1.005	45.406	45.217	45.223	45.154	45.151	45.373	45.16	39.9	4.02
1404	1.012	45.41	45.216	45.223	45.154	45.153	45.371	45.16	39.9	4.02
1405	1.002	45.409	45.219	45.224	45.155	45.152	45.368	45.161	39.9	4.02
1406	1.002	45.409	45.217	45.223	45.153	45.155	45.366	45.159	39.9	4.02
1407	0.994	45.407	45.218	45.224	45.154	45.154	45.366	45.16	39.9	4.02
1408	1.002	45.408	45.218	45.223	45.155	45.154	45.364	45.16	39.9	4.02
1409	0.991	45.406	45.22	45.223	45.156	45.155	45.364	45.162	39.9	4.02
1410	0.987	45.407	45.22	45.225	45.154	45.153	45.364	45.161	39.9	4.02
1411	0.98	45.407	45.219	45.223	45.154	45.158	45.36	45.161	39.9	4.02
1412	0.994	45.407	45.22	45.223	45.159	45.156	45.361	45.157	39.9	4.02
1413	0.991	45.408	45.219	45.224	45.159	45.155	45.355	45.162	39.9	4.02
1414	1.009	45.407	45.223	45.224	45.157	45.157	45.359	45.161	39.9	4.02
1415	0.991	45.407	45.22	45.225	45.157	45.155	45.358	45.158	39.9	4.02
1416	1.02	45.406	45.22	45.224	45.154	45.155	45.356	45.159	39.9	4.02
1417	0.998	45.407	45.223	45.224	45.158	45.156	45.356	45.16	39.9	4.02
1418	0.998	45.408	45.222	45.226	45.158	45.154	45.36	45.159	39.9	4.02
1419	1.009	45.409	45.223	45.224	45.156	45.154	45.36	45.161	39.9	4.03
1420	1.005	45.408	45.224	45.224	45.156	45.154	45.364	45.163	39.9	4.03
1421	0.998	45.407	45.223	45.223	45.155	45.155	45.362	45.16	39.9	4.03
1422	0.994	45.409	45.224	45.224	45.16	45.159	45.361	45.158	39.9	4.03
1423	0.991	45.409	45.224	45.225	45.159	45.156	45.365	45.161	39.9	4.03
1424	1.002	45.405	45.223	45.226	45.156	45.154	45.362	45.16	39.9	4.03
1425	0.994	45.406	45.224	45.223	45.155	45.157	45.363	45.162	39.9	4.03
1426	0.994	45.41	45.222	45.223	45.157	45.157	45.361	45.162	39.9	4.03
1427	0.991	45.409	45.225	45.223	45.159	45.157	45.359	45.159	39.9	4.03
1428	0.955	45.409	45.224	45.224	45.159	45.157	45.361	45.163	39.9	4.03
1429	0.991	45.41	45.225	45.224	45.158	45.157	45.359	45.162	39.9	4.03
1430	0.998	45.41	45.224	45.223	45.16	45.159	45.359	45.161	39.9	4.03
1431	0.994	45.408	45.226	45.223	45.16	45.157	45.362	45.163	39.9	4.03
1432	1.009	45.41	45.225	45.223	45.158	45.157	45.362	45.161	39.9	4.03
1433	1.012	45.409	45.227	45.224	45.158	45.155	45.362	45.161	39.9	4.03
1434	1.012	45.409	45.226	45.224	45.158	45.157	45.366	45.16	39.9	4.03
1435	1.009	45.411	45.226	45.224	45.162	45.155	45.367	45.161	39.9	4.03
1436	0.998	45.41	45.228	45.223	45.165	45.16	45.37	45.165	39.9	4.03
1437	1.005	45.406	45.231	45.222	45.167	45.157	45.37	45.162	39.9	4.03
1438	0.998	45.411	45.228	45.221	45.16	45.158	45.372	45.164	39.9	4.03
1439	0.987	45.409	45.229	45.225	45.161	45.153	45.372	45.161	39.9	4.03
1440	0.991	45.406	45.23	45.224	45.161	45.158	45.372	45.162	39.9	4.03
1441	0.994	45.41	45.232	45.225	45.159	45.159	45.366	45.163	39.9	4.03
1442	1.002	45.408	45.232	45.224	45.158	45.158	45.368	45.165	39.9	4.03
1443	0.987	45.41	45.232	45.225	45.158	45.156	45.364	45.162	39.9	4.03
1444	0.994	45.41	45.234	45.224	45.158	45.153	45.365	45.162	39.9	4.03
1445	0.991	45.41	45.237	45.223	45.157	45.156	45.367	45.164	39.9	4.03
1446	1.009	45.409	45.237	45.224	45.155	45.154	45.368	45.161	39.9	4.03
1447	1.005	45.411	45.239	45.225	45.156	45.157	45.368	45.164	39.9	4.03
1448	1.005	45.407	45.238	45.223	45.153	45.152	45.368	45.162	39.9	4.03
1449	1.009	45.411	45.238	45.224	45.156	45.153	45.365	45.16	39.9	4.03
1450	1.009	45.409	45.239	45.226	45.151	45.155	45.365	45.163	39.9	4.03
1451	1.012	45.412	45.239	45.225	45.153	45.153	45.36	45.162	39.9	4.03
1452	1.02	45.411	45.241	45.224	45.156	45.154	45.359	45.164	39.9	4.03
1453	1.009	45.41	45.238	45.223	45.155	45.151	45.356	45.166	39.9	4.04
1454	0.991	45.411	45.239	45.225	45.156	45.151	45.352	45.163	39.9	4.04
1455	1.009	45.41	45.24	45.224	45.156	45.15	45.353	45.163	39.9	4.04
1456	0.991	45.411	45.24	45.223	45.158	45.153	45.352	45.162	39.9	4.04
1457	0.987	45.411	45.24	45.224	45.156	45.152	45.352	45.161	39.9	4.04
1458	1.002	45.411	45.242	45.223	45.159	45.156	45.352	45.163	39.9	4.04
1459	0.984	45.412	45.239	45.224	45.157	45.157	45.351	45.163	39.9	4.04
1460	0.994	45.409	45.241	45.224	45.157	45.157	45.353	45.163	39.9	4.04
1461	0.998	45.412	45.238	45.224	45.159	45.155	45.353	45.163	39.9	4.04
1462	1.005	45.411	45.24	45.224	45.158	45.156	45.351	45.163	39.9	4.04
1463	0.998	45.411	45.241	45.224	45.156	45.152	45.353	45.162	39.9	4.04
1464	1.012	45.41	45.242	45.223	45.156	45.158	45.356	45.16	39.9	4.04
1465	1.002	45.411	45.242	45.223	45.156	45.155	45.355	45.161	39.9	4.04
1466	0.987	45.411	45.24	45.224	45.157	45.157	45.356	45.164	39.9	4.04
1467	1.009	45.413	45.239	45.226	45.157	45.154	45.355	45.162	39.9	4.04
1468	0.991	45.411	45.24	45.225	45.157	45.154	45.354	45.162	39.9	4.04
1469	0.998	45.412	45.24	45.222	45.16	45.158	45.352	45.166	39.9	4.04
1470	0.994	45.411	45.239	45.222	45.16	45.16	45.352	45.163	39.9	4.04
1471	0.998	45.409	45.24	45.224	45.16	45.16	45.352	45.164	39.9	4.04
1472	1.002	45.411	45.24	45.222	45.158	45.157	45.353	45.162	39.9	4.04
1473	0.998	45.413	45.241	45.224	45.157	45.159	45.346	45.163	39.9	4.04
1474	0.998	45.411	45.24	45.223	45.157	45.158	45.351	45.163	39.9	4.04
1475	0.994	45.412	45.238	45.221	45.159	45.159	45.349	45.163	39.9	4.04
1476	1.002	45.413	45.24	45.223	45.157	45.157	45.351	45.162	39.9	4.04
1477	1.009	45.409	45.237	45.224	45.157	45.156	45.352	45.162	39.9	4.05
1478	1.005	45.407	45.234	45.226	45.156	45.155	45.354	45.161	39.9	4.05
1479	0.987	45.41	45.236	45.226	45.158	45.155	45.351	45.161	39.9	4.05
1480	1.005	45.41	45.234	45.224	45.163	45.159	45.349	45.162	39.9	4.05
1481	0.991	45.411	45.235	45.224	45.161	45.156	45.35	45.162	39.9	4.05
1482	0.987	45.411	45.236	45.223	45.162	45.155	45.35	45.163	39.9	4.05
